City,Population,Median Household Income ($USD),"Median Home Price ($USD, January 2021)",Latitude,Longitude
"Alpena, MI",10034,40435.0,108657,45.01761810000000,-83.6670019
"Silver City, NM",10004,,160874,32.7725053,-108.2793701
"Indianola, MS",9943,,65706,33.45095130000000,-90.6550917
"Elkins, WV",7226,34403.0,91952,38.925927,-79.8466552
"Las Vegas, NM",13386,20693.0,165261,35.5939325,-105.2238969
"McPherson, KS",13054,,164247,38.3659015,-97.65751710000000
"Sheridan, WY",17873,57433.0,294769,39.3530598,-100.4576457
"Washington Court House, OH",14019,36694.0,127735,39.5364511,-83.4390843
"Bennettsville, SC",8605,39493.0,59454,34.617380300000000,-79.6847814
"Van Wert, OH",7023,42006.0,109911,40.861622500000000,-84.5755178
"Merrill, WI",9108,45360.0,139400,45.180522000000000,-89.683459
"Ludington, MI",8058,,161092,43.9555406,-86.4477416
"Middlesborough, KY",10334,,57139,36.6180555,-83.71392562113430
"Crescent City, CA",6774,49913.0,269532,41.755948,-124.201747
"North Vernon, IN",6619,44468.0,135851,39.006165,-85.6235796
"Hays, KS",21092,55496.0,180494,38.8791783,-99.3267702
"Forrest City, AR",14672,28738.0,49399,35.0081474,-90.7898342
"Fort Morgan, CO",11319,45658.0,229136,40.250258200000000,-103.79995100000000
"Mineral Wells, TX",14754,31444.0,131700,32.808460500000000,-98.1128223
"Breckenridge, CO",4896,62896.0,695170,39.482912400000000,-106.04654860000000
"Bastrop, LA",10713,33411.0,55081,30.11075895,-97.32192613278200
"Bainbridge, GA",12507,31388.0,106732,30.903825200000000,-84.57547680000000
"Wauchula, FL",4803,42280.0,122384,27.5472589,-81.8114715
"Hailey, ID",8134,,548426,43.519629000000000,-114.315325
"Great Bend, KS",15358,38530.0,81731,38.3625063,-98.78040870000000
"Weatherford, OK",12126,60304.0,122275,35.5261633,-98.70757440000000
"Watertown, SD",22166,40470.0,210728,44.899211,-97.115289
"Grants, NM",9239,48042.0,96593,35.147260000000000,-107.85144650000000
"Thomaston, GA",8774,37553.0,89276,40.786212400000000,-73.71374210000000
"Mountain Home, ID",13730,,214215,43.1329504,-115.69119750000000
"Altus, OK",19214,39024.0,66818,34.6381255,-99.33397540000000
"Uvalde, TX",16476,29336.0,135767,29.300357,-99.7733181
"Lexington, NE",10097,41965.0,124320,40.779872,-99.741503
"Boone, IA",12692,52620.0,147118,42.017179800000000,-93.9254114
"Toccoa, GA",8308,28212.0,118406,34.577436800000000,-83.332881
"Clarksdale, MS",16847,39346.0,62034,34.2006479,-90.5702071
"Summerville, GA",4452,13090.0,88626,34.480642000000000,-85.3477343
"Ottawa, KS",6091,56296.0,146392,39.1273653,-97.6568094
"New Ulm, MN",13327,56633.0,167598,44.3140261,-94.4614177
"Marshall, MN",9439,53807.0,163631,48.360533600000000,-96.381968
"La Grande, OR",13074,51164.0,209935,45.3246068,-118.08786950000000
"Greensburg, IN",11819,44160.0,164507,39.3372722,-85.483581
"Mexico, MO",715061,56905.0,106295,39.1697626,-91.8829484
"Moberly, MO",13919,30452.0,101130,39.4201137,-92.4364298
"The Dalles, OR",15340,42815.0,264214,45.6015056,-121.18415870000000
"Deming, NM",14522,22834.0,119071,32.262741600000000,-107.7581979
"Fallon, NV",8430,37787.0,261825,39.4745166,-118.7778952
"Fredericksburg, TX",11094,54437.0,369908,30.2752011,-98.8719843
"Magnolia, AR",11669,34056.0,93200,33.2670725,-93.2393341
"Campbellsville, KY",11237,41653.0,109834,37.3433974,-85.3419069
"Connersville, IN",13010,47845.0,86839,39.6411589,-85.1410748
"Dickinson, ND",23765,76282.0,264903,46.879175600000000,-102.7896242
"Spearfish, SD",11283,32031.0,255890,44.490817,-103.85937
"Heber, UT",15699,84153.0,529649,40.506525600000000,-111.4133091
"Steamboat Springs, CO",12435,56336.0,643520,40.484800300000000,-106.83173590000000
"Cordele, GA",10943,33077.0,101183,31.963507400000000,-83.7823938
"Maryville, MO",11879,25143.0,150496,40.346046800000000,-94.8723858
"Marshall, MO",12949,31970.0,108080,39.1230777,-93.19687040000000
"Arkadelphia, AR",10745,9618.0,93623,34.1209292,-93.053784
"Liberal, KS",20746,39882.0,118288,37.0430812,-100.920999
"Levelland, TX",13914,64704.0,119471,33.5873164,-102.37796
"Wahpeton, ND",7899,48236.0,135488,46.265879,-96.608863
"Mitchell, SD",15669,75734.0,172083,43.70953,-98.025379
"Sterling, CO",14104,20213.0,190184,40.6255415,-103.207709
"Pampa, TX",18177,40387.0,64559,35.536297,-100.9601552
"Yankton, SD",14573,38142.0,185185,42.8712938,-97.39670110000000
"Williston, ND",26977,107262.0,275467,48.146545700000000,-103.621814
"Oskaloosa, IA",11607,39863.0,124172,41.2963365,-92.64496120000000
"Brookings, OR",6431,53781.0,356350,42.052371800000000,-124.28407070000000
"Hood River, OR",7715,,493783,45.7087902,-121.5123728
"Beatrice, NE",12300,37924.0,110472,40.266429000000000,-96.74736900000000
"Borger, TX",12964,51191.0,73258,35.6678204,-101.39738760000000
"Raymondville, TX",11139,11654.0,72374,26.4814565,-97.783051
"Elk City, OK",12717,,104794,35.4119944,-99.40425920000000
"Grenada, MS",12900,28660.0,97060,33.7690049,-89.8084192
"Dumas, TX",15001,40420.0,131629,35.8635875,-101.9650625
"Helena, AR",11109,,29661,-49.897481800000000,-68.60713010000000
"Parsons, KS",10090,35620.0,54361,37.3407838,-95.2596295
"Price, UT",8378,32624.0,160359,39.5994095,-110.8107148
"Port Lavaca, TX",12416,42036.0,149797,28.6149968,-96.6260892
"Worthington, MN",13090,41735.0,138982,43.6205056,-95.5956434
"Pierre, SD",14002,53142.0,219104,44.3683644,-100.35113670000000
"Evanston, WY",12133,83387.0,213290,42.0447388,-87.6930459
"Jamestown, ND",15422,47129.0,173024,46.910544,-98.70843600000000
"Prineville, OR",9530,38018.0,296262,44.2998261,-120.834972
"Guymon, OK",11488,35133.0,104324,36.682804100000000,-101.4815493
"Storm Lake, IA",10910,41034.0,130078,42.6453271,-95.1992916
"Woodward, OK",12488,49906.0,108584,36.433648100000000,-99.39038620000000
"Portales, NM",11995,24035.0,124804,34.1861922,-103.3343978
"Hereford, TX",15021,50584.0,101199,34.8245521,-102.39877800000000
"Othello, WA",7809,55879.0,209503,46.825974200000000,-119.1752913
"Los Alamos, NM",12019,105660.0,326425,35.881400900000000,-106.29899580000000
"Fitzgerald, GA",9013,30829.0,81685,41.6211518,15.9117654
"Maysville, KY",8819,32979.0,95826,38.6411854,-83.744365
"Huron, SD",13282,46559.0,137026,44.36308,-98.214388
"Atchison, KS",16924,39620.0,97284,39.545816000000000,-95.3326052
"Snyder, TX",11768,52899.0,105033,32.718080300000000,-100.9182313
"Fairfield, IA",10290,25248.0,129250,41.008736400000000,-91.9626486
"Spirit Lake, IA",5018,76890.0,244207,43.4221843,-95.10221690000000
"Spencer, IA",11052,65319.0,137692,43.141357800000000,-95.14443930000000
"Vineyard Haven, MA",2114,,906267,41.4542914,-70.6038026
"Winnemucca, NV",7887,,250694,40.9724275,-117.73481840000000
"Sweetwater, TX",10809,24835.0,80411,32.470951900000000,-100.40593840000000
"Andrews, TX",14786,,178538,32.2690953,-102.60424470000000
"Zapata, TX",14018,25479.0,96902,26.9879626,-99.1673556
"Vermillion, SD",10738,28622.0,191292,42.7795273,-96.929101
"Lamesa, TX",9427,34110.0,79334,32.7357287,-101.9550202
"Craig, CO",8928,33423.0,196094,40.515249100000000,-107.54645410000000
"Pecos, TX",15507,32252.0,127381,30.785743700000000,-102.80654150000000
"Vernon, TX",10573,14492.0,68522,34.1513105,-99.2860857
"Ketchikan, AK",8197,50320.0,322101,55.3430696,-131.6466819
